"ID";"Joining Date";"Account Type";"Ethnicity";"Date of Birth"
"480246";"08/12/2023";"Platinum";"Asian";"13/04/1982"
"663205";"08/12/2023";"Platinum";"Black";"30/03/1981"
"745654";"08/12/2023";"Gold";"Other";"25/11/1996"
"759970";"08/12/2023";"Gold";"White";"22/08/1969"
"853101";"08/12/2023";"Basic";"Other";"13/04/1984"
"878212";"08/12/2023";"Basic";"White";"01/03/1957"
"428431";"09/12/2023";"Basic";"Other";"27/04/1993"
"141861";"10/12/2023";"Gold";"Other";"13/06/2005"
"232108";"10/12/2023";"Gold";"Asian";"24/01/2009"
"536823";"11/12/2023";"Gold";"Black";"17/06/1985"
"128635";"12/12/2023";"Basic";"Asian";"16/06/2012"
"537959";"12/12/2023";"Gold";"Black";"23/10/2017"
"932627";"12/12/2023";"Platinum";"Other";"01/12/1953"
"970548";"12/12/2023";"Platinum";"Asian";"09/05/1996"
"158712";"13/12/2023";"Gold";"Black";"27/11/1948"
"721246";"13/12/2023";"Gold";"Asian";"24/06/2002"
"725107";"13/12/2023";"Gold";"Black";"07/05/1991"
"314848";"14/12/2023";"Gold";"Asian";"30/11/2015"
"868193";"14/12/2023";"Basic";"White";"11/09/1948"
"906366";"14/12/2023";"Gold";"Asian";"15/05/2015"
"906500";"14/12/2023";"Platinum";"Other";"31/05/2007"
"119168";"15/12/2023";"Basic";"Asian";"15/04/2015"
"194739";"15/12/2023";"Basic";"Other";"29/03/2002"
"271167";"15/12/2023";"Platinum";"Asian";"23/05/1944"
"471152";"15/12/2023";"Platinum";"Asian";"29/09/1990"
"560261";"15/12/2023";"Platinum";"Black";"04/03/1949"
"855858";"15/12/2023";"Platinum";"White";"20/11/1959"
"305736";"16/12/2023";"Basic";"Asian";"15/08/1978"
"554998";"16/12/2023";"Platinum";"Black";"06/11/1997"
"722586";"16/12/2023";"Gold";"White";"15/05/1942"
"864964";"16/12/2023";"Platinum";"Black";"08/01/1973"
"973596";"16/12/2023";"Platinum";"Other";"22/02/1971"
"421991";"17/12/2023";"Gold";"Other";"09/09/1942"
"649104";"17/12/2023";"Platinum";"Other";"05/03/1946"
"716900";"18/12/2023";"Gold";"Asian";"30/09/2003"
"353144";"19/12/2023";"Gold";"Other";"08/12/2019"
"657908";"19/12/2023";"Platinum";"Asian";"21/08/1973"
"829567";"19/12/2023";"Gold";"Asian";"17/05/2019"
"850734";"19/12/2023";"Platinum";"White";"20/02/1968"
"187833";"20/12/2023";"Basic";"Other";"08/04/1992"
"354147";"20/12/2023";"Gold";"Black";"14/04/2019"
"230685";"21/12/2023";"Platinum";"Other";"17/02/1961"
"270858";"21/12/2023";"Basic";"Black";"24/08/2004"
"694973";"21/12/2023";"Platinum";"Other";"24/10/2017"
"765708";"21/12/2023";"Basic";"Black";"27/06/1982"
"501352";"22/12/2023";"Basic";"Black";"29/06/1971"
"602470";"22/12/2023";"Gold";"Black";"12/07/2018"
"607350";"22/12/2023";"Gold";"Other";"12/05/1972"
"765987";"22/12/2023";"Platinum";"Black";"25/06/1989"
"931463";"22/12/2023";"Platinum";"Other";"30/08/1978"
"135215";"23/12/2023";"Platinum";"Other";"18/02/1955"
"140408";"23/12/2023";"Gold";"Black";"17/03/1955"
"923843";"24/12/2023";"Gold";"White";"11/12/2015"
"594256";"25/12/2023";"Gold";"Other";"06/03/1989"
"858465";"25/12/2023";"Basic";"Black";"02/07/1957"
"521080";"27/12/2023";"Platinum";"Black";"26/04/1999"
"669150";"27/12/2023";"Platinum";"Black";"27/10/1963"
"779147";"27/12/2023";"Basic";"Other";"28/07/1989"
"947772";"27/12/2023";"Gold";"Asian";"14/09/1964"
"983979";"27/12/2023";"Basic";"White";"04/05/1954"
"163418";"28/12/2023";"Platinum";"Other";"24/10/2017"
"203942";"28/12/2023";"Gold";"Asian";"27/08/2016"
"514598";"28/12/2023";"Platinum";"Other";"10/10/1971"
"679893";"28/12/2023";"Basic";"Asian";"02/07/1951"
"704688";"28/12/2023";"Basic";"Other";"02/01/2017"
"714000";"28/12/2023";"Platinum";"White";"08/11/1999"
"592566";"30/12/2023";"Basic";"Asian";"08/05/1989"
"618817";"30/12/2023";"Gold";"Asian";"22/12/1950"
